anime_id,name,genre,type,episodes,rating,members,japanese_title,aired,image_url,aired_from,aired_to,ave_rating_minmax,rating_count_standard
2461,Metal Skin Panic MADOX-01,"Action, Mecha, Sci-Fi",OVA,1,6.22,2030,メタルスキンパニックMADOX-01,"Dec 15, 1987",https://cdn.myanimelist.net/images/anime/1463/103109.jpg,566496000,566496000,0.5888889,60
2818,Madou King Granzort,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",TV,41,7.31,835,魔動王グランゾート,"Apr 7, 1989 to Mar 2, 1990",https://cdn.myanimelist.net/images/anime/7/11702.jpg,607881600,636307200,0.72649574,13
28715,Rusty Nail,"Action, Music, Sci-Fi",Music,1,6.14,417,Rusty Nail,1999,https://cdn.myanimelist.net/images/anime/6/86371.jpg,0,0,0.51111114,10
22819,Aikatsu! Movie,"Music, School, Shoujo, Slice of Life",Movie,1,7.79,2813,劇場版 アイカツ！アイドルカツドウ！,"Dec 13, 2014",https://cdn.myanimelist.net/images/anime/2/68463.jpg,1418400000,1418400000,0.80444443,50
11795,Forsaken,"Music, Vampire",Music,1,6.03,583,FORSAKEN,"Jan 26, 2008",https://cdn.myanimelist.net/images/anime/9/32977.jpg,1201276800,1201276800,0.5797101,23
3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"Drama, Historical",TV,52,7.17,1414,風の中の少女 金髪のジェニー,"Oct 15, 1992 to Sep 30, 1993",https://cdn.myanimelist.net/images/anime/5/89782.jpg,719078400,749318400,0.7003367,33
1402,Princess Memory,"Fantasy, Hentai, Romance",OVA,2,5.76,789,プリンセスメモリー,"Jun 25, 2001 to Sep 25, 2001",https://cdn.myanimelist.net/images/anime/1331/112073.jpg,993398400,1001347200,0.5132275,21
5584,New Dream Hunter Rem: Setsuriku no Mudenmekyu,"Ecchi, Magic",OVA,1,6.26,502,NEW DREAM HUNTER 麗夢 殺戮の夢幻迷宮,"Dec 16, 1992",https://cdn.myanimelist.net/images/anime/13/11541.jpg,724435200,724435200,0.5777778,10
7415,Mukougaoka Chisato wa Tada Mitsumeteita no Datta,Music,Music,1,6.27,794,向ヶ丘千里はただ見つめていたのだった,"Jun 30, 2009",https://cdn.myanimelist.net/images/anime/3/18373.jpg,1246291200,1246291200,0.6203704,24
11789,Wish Me Mell,"Fantasy, Kids, Magic",ONA,2,5.77,227,Wish me mell,"Jun 5, 2011 to Jul 20, 2012",https://cdn.myanimelist.net/images/anime/13/32955.jpg,1307203200,1342713600,0.5,6
3960,Armored Core: Fort Tower Song,"Action, Mecha, Sci-Fi",ONA,1,5.13,903,ARMORED CORE -FORT TOWER SONG-,2006,https://cdn.myanimelist.net/images/anime/2/33661.jpg,0,0,0.44444445,9
7162,Yaruki Manman,"Comedy, Hentai, Parody",OVA,3,5.31,251,やる気まんまん,"Aug 25, 1989 to Aug 10, 1990",https://cdn.myanimelist.net/images/anime/4/16836.jpg,619974000,650214000,0.2777778,2
26059,Samurai Hormone The Animation,Hentai,OVA,1,6.2,1433,サムライホルモン THE ANIMATION,"Oct 3, 2014",https://cdn.myanimelist.net/images/anime/8/65911.jpg,1412265600,1412265600,0.5555556,20
31233,Lu Shidai,"Action, Adventure, Comedy, Game, Parody",ONA,14,7.11,1762,撸时代,"Oct 11, 2013 to Sep 13, 2014",https://cdn.myanimelist.net/images/anime/13/82659.jpg,1381420800,1410537600,0.74358976,13
3315,Kikou Keisatsu Metal Jack,"Action, Mecha, Police, Sci-Fi",TV,37,6.41,349,機甲警察 メタルジャック,"Apr 8, 1991 to Dec 23, 1991",https://cdn.myanimelist.net/images/anime/2/77278.jpg,671040000,693417600,0.5555556,2
10436,Animal Dance,"Dementia, Music",Movie,1,4.98,412,アニマルダンス,"Jun 9, 2009",https://cdn.myanimelist.net/images/anime/10/28668.jpg,1244476800,1244476800,0.42857143,7
30967,Chuumon no Ooi Ryouriten (1993),"Fantasy, Horror, Supernatural",Movie,1,5.83,238,注文の多い料理店,"Aug 3, 1993",https://cdn.myanimelist.net/images/anime/6/74516.jpg,744307200,744307200,0.6111111,2
31919,PriPara Movie: Mi~nna no Akogare♪ Let&#039;s Go☆Prix Paris,"Music, School, Shoujo, Slice of Life",Movie,1,7.2,502,映画 プリパラ み～んなのあこがれ♪ レッツゴー☆プリパリ,"Mar 12, 2016",https://cdn.myanimelist.net/images/anime/2/77624.jpg,1457712000,1457712000,0.7222222,4
16912,gdgd Fairies 2 Episode 0,"Comedy, Fantasy",Special,1,6.38,367,ｇｄｇｄ妖精ｓ　第２期　＃０（ゼロ）,"Dec 28, 2012",https://cdn.myanimelist.net/images/anime/4/45336.jpg,1356624000,1356624000,0.6666667,4
3768,Play Ball,"Action, Shounen, Sports",TV,13,6.4,413,プレイボール,"Jul 5, 2005 to Sep 27, 2005",https://cdn.myanimelist.net/images/anime/12/6695.jpg,1120492800,1127750400,0.7777778,4
29863,Anata wo Zutto Aishiteru,"Adventure, Kids",Movie,1,6.59,520,あなたをずっとあいしてる,"Jun 6, 2015",https://cdn.myanimelist.net/images/anime/4/72593.jpg,1433520000,1433520000,0.5555556,1
11695,Ultraman Graffiti,"Action, Comedy, Parody, Super Power",OVA,6,5.25,123,ウルトラマングラフィティ,"Oct 25, 1990",https://cdn.myanimelist.net/images/anime/12/32641.jpg,656784000,656784000,0.22222222,1
25149,The Deer&#039;s Bell,Kids,Movie,1,6.57,74,鹿铃,1982,https://cdn.myanimelist.net/images/anime/5/64303.jpg,0,0,0.8888889,1
23177,Piano Specials,"Drama, Music, Romance, Shoujo, Slice of Life",Special,4,5.33,194,PIANO,"Jan 24, 2003 to Apr 25, 2003",https://cdn.myanimelist.net/images/anime/4/60007.jpg,1043337600,1051200000,0.44444445,1
33914,Nineko Gelée: Opening Movie,"Fantasy, Music",Music,1,4.21,65,逃猫ジュレ,"Oct 25, 2016",https://cdn.myanimelist.net/images/anime/5/81610.jpg,1477324800,1477324800,0.44444445,1
30,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",TV,26,8.32,461946,新世紀エヴァンゲリオン,"Oct 4, 1995 to Mar 27, 1996",https://cdn.myanimelist.net/images/anime/1314/108941.jpg,812736000,827856000,0.8173113,15073
3515,Saint Seiya: Meiou Hades Elysion-hen,"Action, Fantasy, Shounen, Super Power",OVA,6,7.82,19044,聖闘士星矢 冥王ハーデス エリシオン編,"Mar 7, 2008 to Aug 1, 2008",https://cdn.myanimelist.net/images/anime/9/55659.jpg,1204819200,1217520000,0.76371825,814
5233,Slayers Evolution-R,"Adventure, Comedy, Fantasy",TV,13,7.52,20508,スレイヤーズ EVOLUTION-R,"Jan 12, 2009 to Apr 6, 2009",https://cdn.myanimelist.net/images/anime/5/20938.jpg,1231689600,1238947200,0.7287177,727
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Shounen, Sports, Super Power",Movie,1,7.49,6392,劇場版イナズマイレブン 最強軍団オーガ襲来,"Dec 23, 2010",https://cdn.myanimelist.net/images/anime/12/31189.jpg,1293033600,1293033600,0.731386,194
24365,Tonari no Seki-kun Specials,"Comedy, School, Seinen",Special,2,7.55,14248,となりの関くん,"May 28, 2014",https://cdn.myanimelist.net/images/anime/8/62961.jpg,1401206400,1401206400,0.7310195,461
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,"Adventure, Drama, Fantasy, Shounen",Special,1,7.82,43673,ドラゴンボールＺ・絶望への反抗！！残された超戦士・悟飯とトランク,"Feb 24, 1993",https://cdn.myanimelist.net/images/anime/7/10207.jpg,730483200,730483200,0.7529818,2124
7082,Shugo Chara! Party!,"Comedy, Magic, School, Shoujo",TV,25,6.71,41469,しゅごキャラ！パーティー！,"Oct 3, 2009 to Mar 27, 2010",https://cdn.myanimelist.net/images/anime/6/17170.jpg,1254499200,1269619200,0.66895854,1212
12317,Upotte!!,"Action, Comedy, Military, Seinen",ONA,10,6.63,43759,うぽって!!,"Apr 7, 2012 to Jun 9, 2012",https://cdn.myanimelist.net/images/anime/13/35121.jpg,1333728000,1339171200,0.653803,1287
99,Mai-Otome,"Comedy, Drama, Fantasy, Magic",TV,26,7.4,36924,舞-乙HiME,"Oct 7, 2005 to Mar 31, 2006",https://cdn.myanimelist.net/images/anime/2/46897.jpg,1128614400,1143734400,0.73111826,1555
5973,Fight Ippatsu! Juuden-chan!!,"Comedy, Ecchi, Sci-Fi, Shounen",TV,12,6.82,20279,ファイト一発！充電ちゃん！！,"Jun 25, 2009 to Sep 9, 2009",https://cdn.myanimelist.net/images/anime/2/12946.jpg,1245859200,1252425600,0.67232376,766
18295,Kakumeiki Valvrave 2nd Season,"Action, Mecha, Space",TV,12,7.43,57434,革命機ヴァルヴレイヴ　2ndシーズン,"Oct 10, 2013 to Dec 27, 2013",https://cdn.myanimelist.net/images/anime/5/56573.jpg,1381334400,1388073600,0.7398454,2027
6399,Higashi no Eden: Falling Down,Music,Music,1,7.56,9881,フォーリング・ダウン,"May 27, 2009",https://cdn.myanimelist.net/images/anime/8/14789.jpg,1243353600,1243353600,0.76337,455
8908,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,"Comedy, School",Special,1,6.93,4037,帰ってきたクラトス先生のプライベートレッスン,"Sep 26, 2008",https://cdn.myanimelist.net/images/anime/2/63491.jpg,1222358400,1222358400,0.66043615,107
9232,Yebisu Celebrities 1st,Yaoi,OVA,1,6.08,5082,YEBISUセレブリティーズ1st,"May 28, 2010",https://cdn.myanimelist.net/images/anime/4/83051.jpg,1274976000,1274976000,0.6001512,147
10219,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,"Comedy, Ecchi, Romance",Special,1,6.46,10024,お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!! 第13話 妹より愛をこめて兄の『性態観察記』,"Jul 13, 2011",https://cdn.myanimelist.net/images/anime/11/50539.jpg,1310486400,1310486400,0.6247539,395
2869,Nanase Ren,Hentai,OVA,1,6.28,3297,七瀬恋 (アニメ),"Dec 4, 2005",https://cdn.myanimelist.net/images/anime/1388/114226.jpg,1133625600,1133625600,0.5792759,89
3578,Daraku: Onna Kyoushi Hakai,Hentai,OVA,3,6.21,2338,堕落 ～女教師破壊～,"Sep 18, 2002 to Apr 18, 2003",https://cdn.myanimelist.net/images/anime/13/22160.jpg,1032278400,1050595200,0.6152263,54
2011,Taiho Shichau zo Special,"Action, Comedy, Police, Shounen",TV,20,7.17,2856,逮捕しちゃうぞ Special,"Mar 30, 1999 to Apr 30, 1999",https://cdn.myanimelist.net/images/anime/9/21692.jpg,922723200,925401600,0.70414996,83
1702,Yoru ga Kuru!,"Demons, Hentai, Horror, Super Power, Supernatural",OVA,4,6.02,1724,夜が来る!,"Apr 25, 2002 to Feb 21, 2003",https://cdn.myanimelist.net/images/anime/1365/113192.jpg,1019664000,1045756800,0.57539684,28
1805,Master Mosquiton,"Action, Adventure, Comedy, Demons, Supernatural, Vampire",OVA,6,6.89,3074,マスターモスキートン,"Nov 21, 1996 to Apr 19, 1997",https://cdn.myanimelist.net/images/anime/8/15445.jpg,848505600,861379200,0.6894841,112
3005,Shadow Skill,"Adventure, Drama, Fantasy, Shounen",OVA,1,6.8,3164,影技 SHADOW SKILL,"Oct 25, 1995",https://cdn.myanimelist.net/images/anime/6/4352.jpg,814550400,814550400,0.6416416,111
2243,Karasu Tengu Kabuto,"Action, Adventure, Drama, Historical",TV,39,6.97,1220,カラス天狗カブト,"Jul 29, 1990 to Jun 30, 1991",https://cdn.myanimelist.net/images/anime/1/2445.jpg,649177200,678207600,0.64444447,15
3048,In no Houteishiki,"Hentai, School",OVA,2,6.3,2589,淫の方程式,"Mar 25, 2004 to Nov 25, 2004",https://cdn.myanimelist.net/images/anime/3/78888.jpg,1080144000,1101312000,0.6233062,82
14583,Rinne no Lagrange Specials,Comedy,Special,6,6.28,3291,輪廻のラグランジェ,"Mar 23, 2012 to Aug 24, 2012",https://cdn.myanimelist.net/images/anime/13/39747.jpg,1332432000,1345737600,0.6116402,105
15177,Macross FB7: Ore no Uta wo Kike!,"Action, Mecha, Music, Romance, Sci-Fi",Movie,1,6.33,2398,マクロスFB7 銀河流魂 オレノウタヲキケ!,"Oct 20, 2012",https://cdn.myanimelist.net/images/anime/11/41111.jpg,1350662400,1350662400,0.5795796,37
6148,Yurumates,"Comedy, Seinen, Slice of Life",OVA,1,6.5,4549,ゆるめいつ,"Apr 24, 2009",https://cdn.myanimelist.net/images/anime/3/13506.jpg,1240502400,1240502400,0.62603647,134
942,Nishi no Yoki Majo: Astraea Testament,"Comedy, Drama, Fantasy, Mystery, Romance",TV,13,6.91,11042,西の善き魔女 Astraea Testament,"Apr 8, 2006 to Jul 1, 2006",https://cdn.myanimelist.net/images/anime/9/75549.jpg,1144425600,1151683200,0.68395877,302
9996,Hyouge Mono,"Historical, Samurai, Seinen",TV,39,8.1,10649,へうげもの,"Apr 7, 2011 to Jan 26, 2012",https://cdn.myanimelist.net/images/anime/3/77282.jpg,1302105600,1327507200,0.8076923,52
22693,Lady Jewelpet,"Fantasy, Magic, Romance, Shoujo",TV,52,7.61,3085,レディ ジュエルペット,"Apr 5, 2014 to Mar 28, 2015",https://cdn.myanimelist.net/images/anime/4/73960.jpg,1396627200,1427472000,0.7626263,22
6130,Marie &amp; Gali,Comedy,TV,40,6.48,2373,マリー & ガリー,"Mar 31, 2009 to Mar 23, 2010",https://cdn.myanimelist.net/images/anime/11/22111.jpg,1238428800,1269273600,0.58641976,18
4218,Niji ni Mukatte,"Historical, Romance",Movie,1,5.7,151,虹に向って,1977,https://cdn.myanimelist.net/images/anime/6/18572.jpg,0,0,0.6666667,1
3989,Suna no Bara: Yuki no Mokushiroku,Action,OVA,1,6.31,633,砂の薔薇[デザート・ローズ] 雪の黙示録,"Apr 25, 1993",https://cdn.myanimelist.net/images/anime/13/7192.jpg,735667200,735667200,0.65555555,10
10429,Otoko no Ko Ojousama,Hentai,OVA,1,6.22,1572,オトコの娘お嬢様っ,"Mar 11, 2011",https://cdn.myanimelist.net/images/anime/1189/103756.jpg,1299772800,1299772800,0.5959596,33
19875,Robotan,"Comedy, Kids",TV,104,6.54,108,ロボタン,"Oct 4, 1966 to Sep 27, 1968",https://cdn.myanimelist.net/images/anime/11/52977.jpg,-102412800,-39859200,1.0,1
5646,Deep Voice,Hentai,OVA,3,5.51,844,ディープボイス,"Apr 25, 2002 to Sep 25, 2002",https://cdn.myanimelist.net/images/anime/10/11673.jpg,1019664000,1032883200,0.53968257,14
31506,Kappa no Ude,,Movie,1,4.46,62,河童の腕,2009,https://cdn.myanimelist.net/images/anime/2/76321.jpg,0,0,0.2777778,2
32699,Minions x Godzilla x Toho Cinema Collaboration Tokubetsu Eizou,Comedy,Special,1,5.75,123,,,,0,0,0.3611111,4
32812,TeNiOE,Music,Music,1,4.86,79,TeNiOE,"Jan 11, 2014",https://cdn.myanimelist.net/images/anime/6/78668.jpg,1389369600,1389369600,0.22222222,1
33342,Ari to Kirigirisu,"Kids, Music",Movie,1,3.0,42,ありときりぎりす,1962,https://cdn.myanimelist.net/images/anime/13/80260.jpg,0,0,0.33333334,1
21549,Hitotsuboshi-ke no Ultra Baasan,"Comedy, Slice of Life",TV,13,4.88,85,一ツ星家のウルトラ婆さん,"Oct 16, 1982 to Jan 15, 1983",https://cdn.myanimelist.net/images/anime/7/56789.jpg,403545600,411408000,0.22222222,1
33548,Babyshiba,Comedy,Special,6,6.04,129,ベビしば,"2011 to Feb 20, 2020",https://cdn.myanimelist.net/images/anime/4/80693.jpg,0,1582128000,0.44444445,3
8539,Toilet no Hanako-san,Horror,Movie,1,5.87,224,トイレの花子さん,"Jun 29, 1996",https://cdn.myanimelist.net/images/anime/7/23159.jpg,835977600,835977600,0.5555556,2
15565,Maken-Ki! Two,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,10,6.35,49842,マケン姫っ！通,"Jan 16, 2014 to Mar 20, 2014",https://cdn.myanimelist.net/images/anime/10/58191.jpg,1389801600,1395244800,0.60225445,1173
31156,Kuusen Madoushi Kouhosei no Kyoukan OVA,"Action, Drama, Fantasy, Magic, School",OVA,1,6.42,8632,"空戦魔導士候補生の教官 レクティの, いきものがたり","Mar 9, 2016",https://cdn.myanimelist.net/images/anime/10/74863.jpg,1457452800,1457452800,0.6197318,116
302,Mirai Shounen Conan,"Adventure, Drama, Sci-Fi",TV,26,8.16,15557,未来少年コナン,"Apr 4, 1978 to Oct 31, 1978",https://cdn.myanimelist.net/images/anime/6/17529.jpg,260467200,278611200,0.80956876,353
30567,Teekyuu 5,"Comedy, Shounen, Sports",TV,12,6.87,8381,てーきゅう 5期,"Jul 7, 2015 to Sep 22, 2015",https://cdn.myanimelist.net/images/anime/9/75010.jpg,1436198400,1442851200,0.65535593,167
901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.62,65953,ドラゴンボールZ 燃えつきろ!!熱戦・烈戦・超激戦,"Mar 6, 1993",https://cdn.myanimelist.net/images/anime/1180/93671.jpg,731347200,731347200,0.7440912,3051
16524,Suisei no Gargantia,"Action, Adventure, Mecha, Sci-Fi",TV,13,7.64,170754,翠星のガルガンティア,"Apr 7, 2013 to Jun 30, 2013",https://cdn.myanimelist.net/images/anime/11/48817.jpg,1365264000,1372521600,0.7534735,5326
11021,Muv-Luv Alternative: Total Eclipse,"Action, Mecha, Military, Sci-Fi",TV,24,7.21,55531,マブラヴ オルタネイティヴ トータル・イクリプス,"Jul 2, 2012 to Dec 24, 2012",https://cdn.myanimelist.net/images/anime/3/44462.jpg,1341158400,1356278400,0.715198,1566
2766,Super Doll Licca-chan,"Adventure, Comedy, Magic",TV,52,6.66,1826,スーパードール リカちゃん,"Oct 6, 1998 to Sep 28, 1999",https://cdn.myanimelist.net/images/anime/1813/105492.jpg,907603200,938448000,0.6498952,53
2446,Nikuyome: Takayanagi Ke no Hitobito,Hentai,OVA,4,7.09,3316,肉嫁 高柳家の人々,"Aug 25, 2005 to Mar 25, 2007",https://cdn.myanimelist.net/images/anime/1260/114538.jpg,1124899200,1174752000,0.68187135,95
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,"Comedy, Ecchi, Slice of Life",Special,9,7.25,22926,コードギアス 反逆のルルーシュ 続編 ピクチャードラマ,"Aug 22, 2008 to Apr 24, 2009",https://cdn.myanimelist.net/images/anime/11/14894.jpg,1219334400,1240502400,0.7093543,721
10689,Appleseed XIII Remix Movie 1: Yuigon,"Action, Mecha, Military, Police, Sci-Fi",Movie,1,6.74,2478,劇場リミックス版 APPLESEED XIII ～遺言～,"Jun 13, 2011",https://cdn.myanimelist.net/images/anime/3/64539.jpg,1307894400,1307894400,0.64,25
1202,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,"Action, Adventure, Fantasy, Magic, Sci-Fi",OVA,1,6.27,10531,アルトネリコ 世界の終わりで詩い続ける少女,"Mar 22, 2006",https://cdn.myanimelist.net/images/anime/4/19950.jpg,1142956800,1142956800,0.5980322,463
8476,Otome Youkai Zakuro,"Demons, Historical, Military, Romance, Seinen, Supernatural",TV,13,7.6,61957,おとめ妖怪 ざくろ,"Oct 5, 2010 to Dec 28, 2010",https://cdn.myanimelist.net/images/anime/5/85430.jpg,1286208000,1293465600,0.74812865,1900
3033,Digimon Tamers: Bousou Digimon Tokkyuu,"Adventure, Comedy, Sci-Fi, Shounen",Movie,1,7.16,14037,デジモンテイマーズ 暴走デジモン特急,"Mar 2, 2002",https://cdn.myanimelist.net/images/anime/12/4418.jpg,1014998400,1014998400,0.6990132,608
1090,Mobile Suit Gundam I,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.43,12877,劇場版　機動戦士ガンダム I　特別編,"Mar 14, 1981",https://cdn.myanimelist.net/images/anime/5/75772.jpg,353347200,353347200,0.73310184,480
1836,Shuffle! Memories,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,12,6.63,34109,シャッフル！メモリーズ,"Jan 8, 2007 to Mar 26, 2007",https://cdn.myanimelist.net/images/anime/4/19624.jpg,1168185600,1174838400,0.64777404,1188
10702,Tekken: Blood Vengeance,"Action, Fantasy, Martial Arts, Sci-Fi, Supernatural",Movie,1,6.81,12816,鉄拳 BLOOD VENGEANCE,"Jul 26, 2011",https://cdn.myanimelist.net/images/anime/1078/112635.jpg,1311609600,1311609600,0.66886854,656
2543,Robin Hood no Daibouken,"Adventure, Historical, Romance",TV,52,7.25,3921,ロビンフッドの大冒険,"Jul 29, 1990 to Oct 28, 1992",https://cdn.myanimelist.net/images/anime/8/73494.jpg,649177200,720201600,0.7053407,181
12223,Scryed Alteration II: Quan,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1,7.06,2438,スクライド オルタレイション 後編 ＱＵＡＮ,"Mar 10, 2012",https://cdn.myanimelist.net/images/anime/4/73950.jpg,1331308800,1331308800,0.6984127,28
815,"Prince of Tennis: The Two Samurai, The First Game","Action, Shounen, Sports",Movie,1,7.47,14249,劇場版 テニスの王子様 二人のサムライ The First Game,"Jan 29, 2005",https://cdn.myanimelist.net/images/anime/7/3945.jpg,1106928000,1106928000,0.734127,644
10819,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,"Comedy, Martial Arts, Slice of Life",Special,1,7.13,2077,らんま1/2 天道家のおよびでない奴ら!,"Aug 30, 1992",https://cdn.myanimelist.net/images/anime/12/29881.jpg,715104000,715104000,0.70731705,41
1445,Mach GoGoGo,"Adventure, Cars, Shounen, Sports",TV,52,6.75,6253,マッハＧｏＧｏＧｏ,"Apr 2, 1967 to Mar 31, 1968",https://cdn.myanimelist.net/images/anime/4/40191.jpg,-86860800,-55411200,0.67038584,239
9608,Yuri Seijin Naoko-san,Comedy,OVA,1,5.95,9485,百合星人ナオコサン,"Dec 18, 2010",https://cdn.myanimelist.net/images/anime/11/75498.jpg,1292601600,1292601600,0.5536723,295
313,Ace wo Nerae! (1979),"Drama, Romance, School, Shoujo, Sports",Movie,1,6.95,1564,エースをねらえ！,"Sep 8, 1979",https://cdn.myanimelist.net/images/anime/1306/100442.jpg,305568000,305568000,0.6816817,37
184,Xenosaga The Animation,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,6.47,13827,ゼノサーガ THE ANIMATION,"Jan 6, 2005 to Mar 24, 2005",https://cdn.myanimelist.net/images/anime/3/75162.jpg,1104940800,1111593600,0.6279127,453
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,"Action, Adventure, Comedy, Fantasy",OVA,1,5.89,472,ウエルベールの物語 Sisters of Wellber　哀しみの戦士ガラハドの挽歌,"Nov 11, 2007",https://cdn.myanimelist.net/images/anime/3/25947.jpg,1194710400,1194710400,0.44444445,7
9773,Lady Lady!! (1988),"Drama, Shoujo",Movie,1,6.83,587,レディレディ!! (1988),"Mar 12, 1988",https://cdn.myanimelist.net/images/anime/4/27066.jpg,574099200,574099200,0.6984127,14
3248,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,"Action, Drama, Historical, Supernatural",Special,5,7.0,1892,天保異聞 妖奇士 奇士神曲,"Aug 22, 2007 to Oct 24, 2007",https://cdn.myanimelist.net/images/anime/9/50917.jpg,1187712000,1193155200,0.64666665,50
29821,Channel 5.5,"Comedy, Parody",ONA,4,5.32,196,チャンネル5.5,"Jan 28, 2014 to Mar 10, 2014",https://cdn.myanimelist.net/images/anime/6/71605.jpg,1390838400,1394380800,0.5185185,3
2361,Sei Juushi Bismarck,"Action, Mecha, Sci-Fi, Space",TV,51,7.34,2764,星銃士 ビスマルク,"Oct 7, 1984 to Sep 29, 1985",https://cdn.myanimelist.net/images/anime/13/24921.jpg,465926400,496771200,0.7042735,130
22231,Tenshi no Shippo Chu!: Shoushuuhen Tenshi no Utagoe,"Fantasy, Magic, Romance",OVA,1,6.36,289,天使のしっぽＣｈｕ！ ~総集編~ 天使の歌声 (うたごえ),"Jan 22, 2004",https://cdn.myanimelist.net/images/anime/2/58309.jpg,1074700800,1074700800,0.6507937,7
3895,Pikkoman no Kichikumichi: Mayonaka no Milk Party,Hentai,OVA,1,5.42,733,ピッコマンの鬼畜道 ～真夜中のみるくパーティー～,"Sep 25, 1999",https://cdn.myanimelist.net/images/anime/10/9108.jpg,938188800,938188800,0.4398148,24
652,Galaxy Angel Z,"Comedy, Sci-Fi",TV,9,7.29,6616,ギャラクシーエンジェルＺ,"Feb 3, 2002 to Mar 31, 2002",https://cdn.myanimelist.net/images/anime/5/29793.jpg,1012665600,1017504000,0.706258,261
10373,Soul Link Picture Drama,"Romance, Sci-Fi",Special,3,5.84,603,Soul Link,"Jul 21, 2006 to Sep 22, 2006",https://cdn.myanimelist.net/images/anime/8/28530.jpg,1153411200,1158854400,0.46031746,7
1371,Hi no Tori,"Adventure, Drama, Historical, Sci-Fi, Supernatural",TV,13,7.29,4247,火の鳥,"Mar 21, 2004 to Jun 27, 2004",https://cdn.myanimelist.net/images/anime/6/3622.jpg,1079798400,1088265600,0.7154471,82
18151,Saimin Jutsu Zero,Hentai,OVA,2,6.37,1974,催眠術ZERO,"May 17, 2013 to Sep 6, 2013",https://cdn.myanimelist.net/images/anime/3/49153.jpg,1368720000,1378396800,0.5493827,18
5859,Kiddy GiRL-AND Pilot,"Action, Sci-Fi, Super Power",OVA,1,6.9,3539,キディ・ガーランド,"May 25, 2007",https://cdn.myanimelist.net/images/anime/6/12294.jpg,1180022400,1180022400,0.65232974,93
2696,Crusher Joe (1989),"Action, Adventure, Sci-Fi",OVA,2,6.66,1279,クラッシャージョウ,"Feb 5, 1989 to Jun 5, 1989",https://cdn.myanimelist.net/images/anime/3/18788.jpg,602611200,612975600,0.61333334,25
3214,Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,"Action, Adventure, Super Power",OVA,1,6.35,437,小助さま力丸さま-コンペイ島の竜-,"Sep 23, 1988",https://cdn.myanimelist.net/images/anime/8/5076.jpg,590947200,590947200,0.62222224,5
30065,Osamishi Tani no Wakare Uta,"Historical, Music",Movie,1,3.95,102,お淋し谷の別れ唄,1971,https://cdn.myanimelist.net/images/anime/6/72050.jpg,0,0,0.5555556,1
10688,Muybridge no Ito,Drama,Movie,1,6.19,797,マイブリッジの糸,"May 16, 2011",https://cdn.myanimelist.net/images/anime/13/29443.jpg,1305475200,1305475200,0.56296295,15
15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,"Mystery, Shounen",OVA,2,7.04,782,金田一少年の事件簿 黒魔術殺人事件編,"Dec 17, 2012 to Mar 15, 2013",https://cdn.myanimelist.net/images/anime/3/45070.jpg,1355673600,1363276800,0.6805556,8
31967,Dog Days&#039;&#039;: Gravure Talk,"Comedy, Fantasy",Special,4,6.48,748,ドッグデイズ'' グラビアトーク,"Aug 26, 2015",https://cdn.myanimelist.net/images/anime/8/78340.jpg,1440518400,1440518400,0.7777778,1
29393,Pinky Monkey no Umareta Hi,Adventure,ONA,1,4.4,70,ピンキーモンキーの生まれた日,"Apr 30, 2006",https://cdn.myanimelist.net/images/anime/2/70663.jpg,1146326400,1146326400,0.25925925,3
30163,Fuki to Hiyoko,"Kids, Music",Music,1,5.07,89,ふきとひよこ,"Apr 1, 2013",https://cdn.myanimelist.net/images/anime/3/72196.jpg,1364745600,1364745600,0.22222222,1
31634,Kokuhaku,Horror,ONA,1,2.67,816,コクハク,"Aug 27, 2015",https://cdn.myanimelist.net/images/anime/9/76237.jpg,1440604800,1440604800,0.21212122,11
